_id,singkat,hasil
3379,taksuka,tidak suka
3380,taktau,tidak tau
3381,tanggalny,tanggalnya
3382,tanggane,tetangganya
3383,tangi,bangun
3384,tangkep,tangkap
3385,tangkiny,tangkinya
3386,tanguh,tangguh
3387,tangung,tanggung
3388,tanks,terimakasih
3389,tanye,tanya
3390,tar,nanti
3391,tasih,masih
3392,taudah,tau dah
3393,taudeh,tau dah
3394,taugak,tau tidak
3395,taun,tahun
3396,taunan,tahunan
3397,taunih,tau nih
3398,tauny,taunya
3399,td,tadi
3400,tdaftar,terdaftar
3401,tdak,tidak
3402,tdi,tadi
3403,tdiny,tadinya
3404,tdinya,tadinya
3405,tdk,tidak
3406,tebakar,terbakar
3407,tebel,tebal
3408,tebengkalai,terbengkalai
3409,tegoran,teguran
3410,tejual,terjual
3411,tekape,Tempat Kejadian Perkara
3412,tekok,tanya
3413,tekon,tanya
3414,telfon,telepon
3415,telimakacih,terimakasih
3416,telp,telepon
3417,telpon,telepon
3418,telu,tiga
3419,temn,teman
3420,tenks,terimakasih
3421,tenkyu,terimakasih
3422,tentuin,tentukan
3423,terbnyak,terbanyak
3424,tereak,teriak
3425,terpangang,terpanggang
3426,tetep,tetap
3427,teteup,tetap
3428,teu,tidak
3429,tga,tega
3430,tgah,tengah
3431,tgantung,tergantung
3432,tggal,tanggal
3433,tggalan,tanggalan
3434,tggi,tinggi
3435,tggl,tanggal
3436,tggu,tunggu
3437,tgihan,tagihan
3438,tgjawab,tanggungjawab
3439,tgkat,tingkat
3440,tgl,tanggal
3441,tgn,tangan
3442,tgs,tugas
3443,thanks,terimakasih
3444,thanx,terimakasih
3445,they,mereka
3446,thn,tahun
3447,thx,terimakasih
3448,tidor,tidur
3449,tiker,tikar
3450,time,waktu
3451,timnas,tim nasional
3452,tingal,tinggal
3453,tingalen,tinggalkan saja
3454,tingalin,tinggalkan
3455,tinggl,tinggal
3456,tingi,tinggi
3457,tjawab,terjawab
3458,tjd,terjadi
3459,tkejut,terkejut
3460,tkg,tukang
3461,tki,tenaga kerja Idonesia
3462,tkp,Tempat Kejadian Perkara
3463,tkpaham,tidak paham
3464,tkpe,Tempat Kejadian Perkara
3465,tks,terimakasih
3466,tku,beli
3467,tkut,takut
3468,tkutnya,takutnya
3469,tlah,telah
3470,tlanjur,terlanjur
3471,Tlf,telepon
3472,tlg,tolong
3473,tlh,telah
3474,tlng,tolong
3475,tlong,tolong
3476,tlor,telor
3477,tlp,telepon
3478,tlpn,telepon
3479,tlpnan,teleponan
3480,tman,teman
3481,tmbah,tambah
3482,tmben,tumben
3483,tmbh,tambah
3484,tmbhan,tambahan
3485,tmbhn,tambahan
3486,tmen,teman
3487,tmenan,berteman
3488,tmenya,temannya
3489,tmn,teman
3490,tmnin,temani
3491,tmnny,temannya
3492,tmnnya,temannya
3493,tmpat,tempat
3494,tmpat2,tempat-tempat
3495,tmpatny,tempatnya
3496,tmpt,tempat
3497,tmsk,termasuk
3498,tmt,tamat
3499,tmu,temu
3500,tmukn,temukan
3501,tnang,tenang
3502,tndk,tindak
3503,tndng,tanding
3504,tng,tenang
3505,tngah,tengah
3506,tngal,tinggal
3507,tngerang,tangerang
3508,tnggal,tinggal
3509,tnggi,tinggi
3510,tnggl,tinggal
3511,tnggu,tunggu
3512,tnggung,tanggung
3513,tngh,tengah
3514,tngi,tinggi
3515,tngkap,tangkap
3516,tngkrongan,tongkrongan
3517,tngl,tinggal
3518,tngn,tangan
3519,tngrng,tangerang
3520,tngu,tunggu
3521,tnp,tanpa
3522,tnpa,tanpa
3523,tntu,tentu
3524,tny,tanya
3525,tnya,tanya
3526,tnyaen,tanyakan
3527,tnye,tanya
3528,tnykan,tanyakan
3529,tnyt,ternyata
3530,to,untuk
3531,today,hari ini
3532,tonight,malam ini
3533,tp,tetapi
3534,tpi,tapi
3535,tpt,tepat
3536,tq,terimakasih
3537,trbaik,terbaik
3538,trbang,terbang
3539,trbaru,terbaru
3540,trbng,terbang
3541,trbntuk,terbentuk
3542,trbnyk,terbanyak
3543,trbuat,terbuat
3544,trcela,tercela
3545,tresno,suka
3546,trf,tarif
3547,trget,target
3548,trgntung,tergantung
3549,trguling,terguling
3550,trhambat,terhambat
3551,trhormat,terhormat
3552,trhrmat,terhormat
3553,triak,teriak
3554,trjd,terjadi
3555,trjual,terjual
3556,trkait,terkait
3557,trkenal,terkenal
3558,trkhir,terakhir
3559,trktir,traktir
3560,trlalu,terlalu
3561,trlanjur,terlanjur
3562,trlihat,terlihat
3563,trllu,terlalu
3564,trlu,terlalu
3565,trm,terima
3566,trmasuk,termasuk
3567,trminal,terminal
3568,trminat,terminat
3569,trmksi,terimakasih
3570,trmsk,termasuk
3571,trnsaksi,transaksi
3572,trnsksi,transaksi
3573,trnyata,ternyata
3574,trnyt,ternyata
3575,trptong,terpotong
3576,trpuji,terpuji
3577,trs,terus
3578,trserah,terserah
3579,trtentu,tertentu
3580,TRUE,benar
3581,trus,terus
3582,trust,terpercaya
3583,trutama,terutama
3584,truth,kebenaran
3585,try,mencoba
3586,trz,terus
3587,tsb,tersebut
3588,ttap,tetap
3589,ttapi,tetapi
3590,ttd,tanda tangan
3591,ttng,tentang
3592,ttpi,tetapi
3593,ttwa,tertawa
3594,tu,itu
3595,tuiter,twitter
3596,tuiteran,twitteran
3597,tuiterku,twitterku
3598,tuker,tukar
3599,tukeran,bertukar
3600,tukoke,belikan
3601,tukokne,belikan
3602,tukokno,belikan
3603,tukr,tukar
3604,tuku,beli
3605,tukuen,beli saja
3606,tungu,tunggu
3607,tungulah,tunggulah
3608,tunjukan,tunjukkan
3609,tunjukin,tunjukkan
3610,turu,tidur
3611,tv,televisi
3612,twet,tweet
3613,twit,tweet
3614,twiter,twitter
3615,twiteran,twitteran
3616,u,kamu
3617,u/,untuk
3618,ud,sudah
3619,uda,sudah
3620,udah,sudah
3621,Ude,sudah
3622,udeh,sudah
3623,udh,sudah
3624,uga,tidak
3625,ugak,tidak
3626,ujan,hujan
3627,uke,oke
3628,ulngn,ulangan
3629,ultah,ulang tahun
3630,ulth,ulang tahun
3631,uncle,paman
3632,unyu,lucu
3633,unyukan,lucukan
3634,utamain,utamakan
3635,utk,untuk
3636,vacation,liburan
3637,vidio,video
3638,w,saya
3639,wadh,aduh
3640,wadoh,aduh
3641,wadon,perempuan
3642,wadu,aduh
3643,waduh,aduh
3644,wae,saja
3645,wagub,wakil gubernur
3646,wait,tunggu
3647,walaupn,walaupun
3648,want,ingin
3649,wareg,kenyang
3650,warkop,warung kopi
3651,warteg,warung tegal
3652,wat,untuk
3653,web,situs
3654,website,situs
3655,wedok,perempuan
3656,wekday,weekday
3657,wekeend,akhir pekan
3658,wekend,akhir pekan
3659,wes,sudah
3660,what,apa
3661,when,kapan
3662,where,dimana
3663,while,ketika
3664,why,kenapa
3665,win,menang
3666,wis,sudah
3667,wkt,waktu
3668,wktu,waktu
3669,wktuny,waktunya
3670,wktunya,waktunya
3671,wnita,wanita
3672,woman,wanita
3673,women,wanita
3674,wonten,ada
3675,Wontene,yang ada
3676,words,kata
3677,work,bekerja
3678,world,dunia
3679,wrn,warna
3680,wrna,warna
3681,wtf,bangsat
3682,Wuedan,edan
3683,yaolo,Ya Allah
3684,yaoloh,Ya Allah
3685,Yaowoh,Ya Allah
3686,yaud,ya sudah
3687,Yauda,ya sudah
3688,yaudah,ya sudah
3689,Yaude,ya sudah
3690,yaudeh,ya sudah
3691,yaudh,ya sudah
3692,yawdah,ya sudah
3693,yawes,ya sudah
3694,yaweslah,ya sudahlah
3695,yawlloh,Ya Allah
3696,yawloh,Ya Allah
3697,Yawoh,Ya Allah
3698,Ydh,ya sudah
3699,year,tahun
3700,yearbok,buku tahunan
3701,yearbook,buku tahunan
3702,yegak,iya tidak
3703,yes,ya
3704,yg,yang
3705,yng,yang
3706,yo,ya
3707,yoi,ya
3708,you,kamu
3709,yowes,ya sudah
3710,yoweslah,ya sudahlah
3711,yowis,ya sudah
3712,yth,yang terhormat
3713,yudeh,ya sudah
3714,yudh,ya sudah
3715,ywd,ya sudah
3716,ywdah,ya sudah
3717,ywdh,ya sudah
3718,ywdhlh,ya sudahlah
3719,ywis,ya sudah
3720,rp,rupiah
3721,@,di
3722,adlh,adalah
3723,afaik,as far as i know
3724,ahaha,haha
3725,ajep-ajep,dunia gemerlap
3726,akika,aku
3727,akkoh,aku
3728,akuwh,aku
3729,alay,norak
3730,alow,halo
3731,ambilin,ambilkan
3732,anjrit,anjing
3733,anter,antar
3734,ap2,apa-apa
3735,apasih,apa sih
3736,apes,sial
3737,aps,apa
3738,aquwh,aku
3739,asbun,asal bunyi
3740,aseekk,asyik
3741,asekk,asyik
3742,asem,asam
3743,aspal,asli tetapi palsu
3744,astul,asal tulis
3745,ato,atau
3746,au ah,tidak mau tahu
3747,awak,saya
3748,ay,sayang
3749,ayank,sayang
3750,b4,sebelum
3751,bakalan,akan
3752,bandes,bantuan desa
3753,bangedh,banget
3754,banpol,bantuan polisi
3755,banpur,bantuan tempur
3756,basbang,basi
3757,bcanda,bercanda
3758,begajulan,nakal
3759,beliin,belikan
3760,bencong,banci
3761,bentar,sebentar
3762,ber3,bertiga
3763,beresin,membereskan
3764,bete,bosan
3765,beud,banget
3766,bg,abang
3767,bijimane,bagaimana
3768,bintal,bimbingan mental
3769,bkl,akan
3770,bknnya,bukannya
3771,blegug,bodoh
3772,blh,boleh
3773,bnci,benci
3774,bnran,yang benar
3775,bodor,lucu
3776,boker,buang air besar
3777,bokis,bohong
3778,boljug,boleh juga
3779,bonek,bocah nekat
3780,boyeh,boleh
3781,br,baru
3782,brg,bareng
3783,bro,saudara laki-laki
3784,bsen,bosan
3785,bt,buat
3786,btw,ngomong-ngomong
3787,buaya,tidak setia
3788,bubbu,tidur
3789,bubu,tidur
3790,bumil,ibu hamil
3791,bwt,buat
3792,byrin,bayarkan
3793,cabal,sabar
3794,cadas,keren
3795,calo,makelar
3796,can,belum
3797,capcus,pergi
3798,caper,cari perhatian
3799,ce,cewek
3800,cekal,cegah tangkal
3801,cemen,penakut
3802,cengengesan,tertawa
3803,chuyunk,sayang
3804,cimeng,ganja
3805,cipika cipiki,cium pipi kanan cium pipi kiri
3806,ciyh,sih
3807,ckepp,cakep
3808,ckp,cakep
3809,cmiiw,correct me if i'm wrong
3810,cmpur,campur
3811,cong,banci
3812,conlok,cinta lokasi
3813,cowwyy,maaf
3814,cp,siapa
3815,cpe,capek
3816,cppe,capek
3817,cuex,cuek
3818,cumi,Cuma miscall
3819,cups,culun
3820,curanmor,pencurian kendaraan bermotor
3821,curcol,curahan hati colongan
3822,cyin,cinta
3823,d,di
3824,dah,deh
3825,dapet,dapat
3826,de,adik
3827,dek,adik
3828,demen,suka
3829,deyh,deh
3830,diancurin,dihancurkan
3831,dimaafin,dimaafkan
3832,dimintak,diminta
3833,disono,di sana
3834,dodol,bodoh
3835,doku,uang
3836,dongs,dong
3837,drtd,dari tadi
3838,duh,aduh
3839,duren,durian
3840,ed,edisi
3841,egp,emang gue pikirin
3842,eke,aku
3843,emangnya,memangnya
3844,emng,memang
3845,endak,tidak
3846,enggak,tidak
3847,envy,iri
3848,ex,mantan
3849,fax,facsimile
3850,fifo,first in first out
3851,fyi,sebagai informasi
3852,gaada,tidak ada uang
3853,gak papa,tidak apa-apa
3854,gatek,gagap teknologi
3855,gawe,kerja
3856,gebetan,orang yang disuka
3857,geje,tidak jelas
3858,gepeng,gelandangan dan pengemis
3859,ghiy,lagi
3860,gino,gigi nongol
3861,githu,gitu
3862,gj,tidak jelas
3863,gmana,bagaimana
3864,gn,begini
3865,goblok,bodoh
3866,golput,golongan putih
3867,gowes,mengayuh sepeda
3868,gpny,tidak punya
3869,gr,gede rasa
3870,gretongan,gratisan
3871,gtau,tidak tahu
3872,guoblok,goblok
3873,ha,tertawa
3874,haha,tertawa
3875,hallow,halo
3876,hankam,pertahanan dan keamanan
3877,hehe,he
3878,helo,halo
3879,hey,hai
3880,hlm,halaman
3881,hoax,isu bohong
3882,hubdar,perhubungan darat
3883,huff,mengeluh
3884,hum,rumah
3885,humz,rumah
3886,ilfil,tidak suka
3887,imho,in my humble opinion
3888,imoetz,imut
3889,item,hitam
3890,itungan,hitungan
3891,jadiin,jadi
3892,jaim,jaga image
3893,jayus,tidak lucu
3894,jem,jam
3895,jir,anjing
3896,jomblo,tidak punya pacar
3897,jubir,juru bicara
3898,jutek,galak
3899,k,ke
3900,kab,kabupaten
3901,kabor,kabur
3902,kacrut,kacau
3903,kadiv,kepala divisi
3904,kampret,sialan
3905,kamtibmas,keamanan dan ketertiban masyarakat
3906,kamuwh,kamu
3907,kanwil,kantor wilayah
3908,kasubbag,kepala subbagian
3909,katrok,kampungan
3910,kayanya,kayaknya
3911,kdu,harus
3912,kec,kecamatan
3913,kejurnas,kejuaraan nasional
3914,kekeuh,keras kepala
3915,kel,kelurahan
3916,kemaren,kemarin
3917,kepengen,mau
3918,kepingin,mau
3919,kesbang,kesatuan bangsa
3920,kesra,kesejahteraan rakyat
3921,ketrima,diterima
3922,kgiatan,kegiatan
3923,kibul,bohong
3924,kimpoi,kawin
3925,kl,kalau
3926,klianz,kalian
3927,kloter,kelompok terbang
3928,kmps,kampus
3929,kodya,kota madya
3930,komdis,komisi disiplin
3931,komsov,komunis sovyet
3932,kongkow,kumpul bareng teman-teman
3933,kopdar,kopi darat
3934,korup,korupsi
3935,krenz,keren
3936,ktr,kantor
3937,kw,imitasi
3938,la,lah
3939,lam,salam
3940,lamp,lampiran
3941,lanud,landasan udara
3942,latgab,latihan gabungan
3943,lebay,berlebihan
3944,leh,boleh
3945,lelet,lambat
3946,lemot,lambat
3947,litbang,penelitian dan pengembangan
3948,lola,lambat berfikir
3949,louph,cinta
3950,low,kalau
3951,luber,"langsung, umum, bebas, dan rahasia"
3952,luchuw,lucu
3953,lum,belum
3954,luthu,lucu
3955,maacih,terima kasih
3956,mabal,bolos
3957,macem,macam
3958,macih,masih
3959,maem,makan
3960,magabut,makan gaji buta
3961,maho,homo
3962,mak jang,kaget
3963,maksain,memaksa
3964,mam,makan
3965,maneh,kamu
3966,maniez,manis
3967,masukin,masukkan
3968,mepet,dekat sekali
3969,mgu,minggu
3970,migas,minyak dan gas bumi
3971,mikol,minuman beralkohol
3972,miras,minuman keras
3973,mokad,mati
3974,moso,masa
3975,msk,masuk
3976,mt,makan teman
3977,mubes,musyawarah besar
3978,mulu,melulu
3979,mumpung,selagi
3980,munas,musyawarah nasional
3981,muntaber,muntah dan berak
3982,musti,mesti
3983,muupz,maaf
3984,mw,now watching
3985,n,dan
3986,nanam,menanam
3987,napi,narapidana
3988,napza,"narkotika, alkohol, psikotropika, dan zat adiktif "
3989,narkoba,"narkotika, psikotropika, dan obat terlarang"
3990,nda,tidak
3991,ndiri,sendiri
3992,ne,ini
3993,nekolin,neokolonialisme
3994,nembak,menyatakan cinta
3995,ngabuburit,menunggu berbuka puasa
3996,ngaku,mengaku
3997,nganggur,tidak punya pekerjaan
3998,ngapah,kenapa
3999,ngaret,terlambat
4000,ngasih,memberikan
4001,ngebandel,berbuat bandel
4002,ngegosip,bergosip
4003,ngeklaim,mengklaim
4004,ngeksis,menjadi eksis
4005,ngeles,berkilah
4006,ngelidur,menggigau
4007,ngibul,berbohong
4008,ngiler,mau
4009,ngiri,iri
4010,ngisiin,mengisikan
4011,ngmng,bicara
4012,ngomong,bicara
4013,ngubek2,mencari-cari
4014,ngurus,mengurus
4015,nih,ini
4016,niyh,nih
4017,nntn,nonton
4018,nobar,nonton bareng
4019,np,now playing
4020,numpuk,bertumpuk
4021,nutupin,menutupi
4022,nyari,mencari
4023,nyekar,menyekar
4024,nyicil,mencicil
4025,nyoblos,mencoblos
4026,ogah,tidak mau
4027,ol,online
4028,ongkir,ongkos kirim
4029,oot,out of topic
4030,ortu,orang tua
4031,otda,otonomi daerah
4032,otw,"on the way, sedang di jalan"
4033,pala,kepala
4034,pansus,panitia khusus
4035,parpol,partai politik
4036,pasutri,pasangan suami istri
4037,pd,pada
4038,pede,percaya diri
4039,pelatnas,pemusatan latihan nasional
4040,pemda,pemerintah daerah
4041,pemred,pemimpin redaksi
4042,penjas,pendidikan jasmani
4043,perda,peraturan daerah
4044,perhatiin,perhatikan
4045,pi,tapi
4046,pilkada,pemilihan kepala daerah
4047,pisan,sangat
4048,pk,penjahat kelamin
4049,plg,paling
4050,pmrnth,pemerintah
4051,polantas,polisi lalu lintas
4052,ponpes,pondok pesantren
4053,pp,pulang pergi
4054,psen,pesan
4055,pw,posisi nyaman
4056,qmu,kamu
4057,rakor,rapat koordinasi
4058,ranmor,kendaraan bermotor
4059,re,reply
4060,ref,referensi
4061,rehab,rehabilitasi
4062,rempong,sulit
4063,repp,balas
4064,restik,reserse narkotika
4065,rhs,rahasia
4066,ru,baru
4067,ruko,rumah toko
4068,rusunawa,rumah susun sewa
4069,ruz,terus
4070,salting,salah tingkah
4071,samsek,sama sekali
4072,sapose,siapa
4073,satpam,satuan pengamanan
4074,sbh,sebuah
4075,sbnrny,sebenarnya
4076,sdgkn,sedangkan
4077,se7,setuju
4078,sebelas dua belas,mirip
4079,sembako,sembilan bahan pokok
4080,sempet,sempat
4081,sendratari,seni drama tari
4082,siech,sih
4083,sikon,situasi dan kondisi
4084,sinetron,sinema elektronik
4085,siramin,siramkan
4086,skt,sakit
4087,sll,selalu
4088,slma,selama
4089,smpt,sempat
4090,soljum,sholat jumat
4091,songong,sombong
4092,sosek,sosial-ekonomi
4093,sotoy,sok tahu
4094,spa,siapa
4095,sppa,siapa
4096,srtfkt,sertifikat
4097,suk,masuk
4098,sumpek,sempit
4099,t4,tempat
4100,tau,tahu
4101,taw,tahu
4102,teh,kakak perempuan
4103,telat,terlambat
4104,telmi,telat berpikir
4105,temen,teman
4106,tengil,menyebalkan
4107,tepar,terkapar
4108,tgu,tunggu
4109,thankz,terima kasih
4110,tilang,bukti pelanggaran
4111,tipiwan,TvOne
4112,tks,terima kasih
4113,tls,tulis
4114,tmen2,teman-teman
4115,tmpah,tumpah
4116,tnyta,ternyata
4117,tokai,tai
4118,toserba,toko serba ada
4119,trdhulu,terdahulu
4120,trima,terima kasih
4121,ts,penulis
4122,tst,tahu sama tahu
4123,ttg,tentang
4124,tuch,tuh
4125,tuir,tua
4126,tw,tahu
4127,ujg,ujung
4128,ul,ulangan
4129,uplot,unggah
4130,urang,saya
4131,usah,perlu
4132,valas,valuta asing
4133,w/,dengan
4134,wadir,wakil direktur
4135,wamil,wajib militer
4136,wat,buat
4137,wtf,what the fuck
4138,xixixi,tertawa
4139,ya,iya
4140,yap,iya
4141,yl,yang lain
4142,yo,iya
4143,yup,iya
4144,7an,tujuan
4145,ababil,abg labil
4146,acc,accord
4147,adlah,adalah
4148,adoh,aduh
4149,aha,tertawa
4150,ajj,saja
4151,aka,dikenal juga sebagai
4152,akko,aku
4153,akku,aku
4154,akyu,aku
4155,aljasa,asal jadi saja
4156,ambl,ambil
4157,anjir,anjing
4158,ank,anak
4159,ap,apa
4160,apaan,apa
4161,ape,apa
4162,aplot,unggah
4163,apva,apa
4164,aqu,aku
4165,asap,sesegera mungkin
4166,aseek,asyik
4167,asek,asyik
4168,aseknya,asyiknya
4169,asoy,asyik
4170,astrojim,astagfirullahaladzim
4171,ath,kalau begitu
4172,atuh,kalau begitu
4173,ava,avatar
4174,aws,awas
4175,ayang,sayang
4176,ayok,ayo
4177,bacot,banyak bicara
4178,bangdes,pembangunan desa
4179,bangkotan,tua
4180,banpres,bantuan presiden
4181,bansarkas,bantuan sarana kesehatan
4182,bazis,"badan amal, zakat, infak, dan sedekah"
4183,bcoz,karena
4184,beb,sayang
4185,bejibun,banyak
4186,belom,belum
4187,bener,benar
4188,ber2,berdua
4189,berdikari,berdiri di atas kaki sendiri
4190,beti,beda tipis
4191,beut,banget
4192,bgd,banget
4193,bgs,bagus
4194,bhubu,tidur
4195,bimbuluh,bimbingan dan penyuluhan
4196,bisi,kalau-kalau
4197,bl,beli
4198,bnchi,benci
4199,bngung,bingung
4200,bohay,badan aduhai
4201,bokep,porno
4202,bokin,pacar
4203,bolot,bodoh
4204,bonyok,ayah ibu
4205,brb,segera kembali
4206,brngkt,berangkat
4207,brur,saudara laki-laki
4208,bu_bu,tidur
4209,bubarin,bubarkan
4210,buber,buka bersama
4211,bujubune,luar biasa
4212,buser,buru sergap
4213,bwhn,bawahan
4214,c8,chat
4215,cabut,pergi
4216,caem,cakep
4217,cama-cama,sama-sama
4218,cangcut,celana dalam
4219,caur,jelek
4220,cekak,tidak ada uang
4221,cekidot,coba lihat
4222,cemplungin,cemplungkan
4223,ceper,pendek
4224,ceu,kakak perempuan
4225,cin,cinta
4226,ciye,cie
4227,ckck,ck
4228,clbk,cinta lama bersemi kembali
4229,cmpr,campur
4230,cnenk,senang
4231,congor,mulut
4232,coz,karena
4233,cpa,siapa
4234,gokil,gila
4235,gombal,suka merayu
4236,gpp,tidak apa-apa
4237,gretong,gratis
4238,gtw,tidak tahu
4239,guys,teman-teman
4240,gws,cepat sembuh
4241,haghaghag,tertawa
4242,hakhak,tertawa
4243,handak,bahan peledak
4244,hansip,pertahanan sipil
4245,hellow,halo
4246,helow,halo
4247,hi,hai
4248,hlng,hilang
4249,houm,rumah
4250,hubad,hubungan angkatan darat
4251,hubla,perhubungan laut
4252,huft,mengeluh
4253,humas,hubungan masyarakat
4254,idk,saya tidak tahu
4255,ilfeel,tidak suka
4256,imba,jago sekali
4257,imoet,imut
4258,isengin,bercanda
4259,iyala,iya lah
4260,jablay,jarang dibelai
4261,jancuk,anjing
4262,jdikan,jadikan
4263,jijay,jijik
4264,jnj,janji
4265,jth,jatuh
4266,jurdil,jujur adil
4267,ka,kakak
4268,kabag,kepala bagian
4269,kadit,kepala direktorat
4270,kaka,kakak
4271,kamtib,keamanan dan ketertiban
4272,kamuh,kamu
4273,kamyu,kamu
4274,kapt,kapten
4275,kasat,kepala satuan
4276,kasubbid,kepala subbidang
4277,kau,kamu
4278,kcian,kasihan
4279,keburu,terlanjur
4280,kedubes,kedutaan besar
4281,keneh,masih
4282,kepikiran,terpikirkan
4283,kepo,mau tahu urusan orang
4284,kere,tidak punya uang
4285,ketauan,ketahuan
4286,keukeuh,keras kepala
4287,khan,kan
4288,kibus,kaki busuk
4289,kk,kakak
4290,klwrga,keluarga
4291,kog,kok
4292,kompi,komputer
4293,komtiong,komunis Tiongkok
4294,konjen,konsulat jenderal
4295,koq,kok
4296,kptsan,keputusan
4297,krik,garing
4298,ktauan,ketahuan
4299,kudu,harus
4300,kuq,kok
4301,kykny,kayanya
4302,laka,kecelakaan
4303,lambreta,lambat
4304,lapas,lembaga pemasyarakatan
4305,lekong,laki-laki
4306,lgkp,lengkap
4307,linmas,perlindungan masyarakat
4308,loch,loh
4309,loupz,cinta
4310,lowh,kamu
4311,luchu,lucu
4312,luff,cinta
4313,luph,cinta
4314,maaciw,terima kasih
4315,mabes,markas besar
4316,macem-macem,macam-macam
4317,madesu,masa depan suram
4318,mahatma,maju sehat bersama
4319,mak,ibu
4320,makasih,terima kasih
4321,malah,bahkan
4322,malu2in,memalukan
4323,mamz,makan
4324,manies,manis
4325,markus,makelar kasus
4326,mending,lebih baik
4327,miker,minuman keras
4328,milis,mailing list
4329,moge,motor gede
4330,mokat,mati
4331,mosok,masa
4332,mskpn,meskipun
4333,msng2,masing-masing
4334,muahal,mahal
4335,muker,musyawarah kerja
4336,mumet,pusing
4337,muna,munafik
4338,munaslub,musyawarah nasional luar biasa
4339,musda,musyawarah daerah
4340,muup,maaf
4341,muuv,maaf
4342,nal,kenal
4343,nangis,menangis
4344,napol,narapidana politik
4345,naq,anak
4346,narsis,bangga pada diri sendiri
4347,nax,anak
4348,ndut,gendut
4349,nekolim,neokolonialisme
4350,nelfon,menelepon
4351,ngabis2in,menghabiskan
4352,ngambek,marah
4353,ngapain,sedang apa
4354,ngawur,berbicara sembarangan
4355,ngeceng,kumpul bareng-bareng
4356,ngeh,sadar
4357,ngekos,tinggal di kos
4358,ngemeng,bicara terus-terusan
4359,ngerti,mengerti
4360,ngikut,ikut
4361,ngmg,bicara
4362,ngocol,lucu
4363,ngomongin,membicarakan
4364,ngumpul,berkumpul
4365,ni,ini
4366,nyasar,tersesat
4367,nyariin,mencari
4368,nyiapin,mempersiapkan
4369,nyiram,menyiram
4370,nyok,ayo
4371,o/,oleh
4372,ok,ok
4373,priksa,periksa
4374,pro,profesional
4375,psn,pesan
4376,qmo,kamu
4377,raskin,rakyat miskin
4378,red,redaksi
4379,reg,register
4380,rejeki,rezeki
4381,renstra,rencana strategis
4382,reskrim,reserse kriminal
4383,sni,sini
4384,somse,sombong sekali
4385,sorry,maaf
4386,sosbud,sosial-budaya
4387,sospol,sosial-politik
4388,sowry,maaf
4389,spd,sepeda
4390,stelah,setelah
4391,subbag,subbagian
4392,sumbangin,sumbangkan
4393,tabanas,tabungan pembangunan nasional
4394,tawh,tahu
4395,te2p,tetap
4396,tekor,rugi
4397,telkom,telekomunikasi
4398,temen2,teman-teman
4399,tengok,menjenguk
4400,terbitin,terbitkan
4401,thanks,terima kasih
4402,thd,terhadap
4403,thx,terima kasih
4404,tipi,TV
4405,tll,terlalu
4406,tmn2,teman-teman
4407,tmph,tumpah
4408,tnda,tanda
4409,tnh,tanah
4410,togel,toto gelap
4411,tp,tapi
4412,tq,terima kasih
4413,trgntg,tergantung
4414,trims,terima kasih
4415,y,ya
4416,munfik,munafik
4417,reklamuk,reklamasi
4418,sma,sama
4419,tren,trend
4420,ngehe,kesal
4421,analisise,analisis
4422,sadaar,sadar
4423,nmenarik,menarik
4424,zonk,bodoh
4425,rights,benar
4426,simiskin,miskin
4427,ngumpet,sembunyi
4428,hardcore,keras
4429,akhirx,akhirnya
4430,solve,solusi
4431,watuk,batuk
4432,ngebully,intimidasi
4433,masy,masyarakat
4434,tauk,tahu
4435,mbual,bual
4436,tioghoa,tionghoa
4437,ngentotin,senggama
4438,kentot,senggama
4439,faktakta,fakta
4440,sohib,teman
4441,rubahnn,rubah
4442,nyela,cela
4443,heters,pembenci
4444,nyembah,sembah
4445,most,paling
4446,ikon,lambang
4447,light,terang
4448,pndukung,pendukung
4449,setting,atur
4450,seting,akting
4451,next,lanjut
4452,waspadalah,waspada
4453,gantengsaya,ganteng
4454,parte,partai
4455,nyerang,serang
4456,nipu,tipu
4457,ktipu,tipu
4458,jentelmen,berani
4459,buangbuang,buang
4460,tsangka,tersangka
4461,kurng,kurang
4462,ista,nista
4463,less,kurang
4464,koar,teriak
4465,paranoid,takut
4466,problem,masalah
4467,tahi,kotoran
4468,tirani,tiran
4469,tilep,tilap
4470,happy,bahagia
4471,penertiban,tertib
4472,uasai,kuasa
4473,mnolak,tolak
4474,trending,trend
4475,taik,tahi
4476,wkwkkw,tertawa
4477,ahokncc,ahok
4478,istaa,nista
4479,benarjujur,jujur
4480,bokep,video porno
4481,bt,bosan sekali
4482,ckp,cukup
4483,cppa,siapa
4484,cuek,tidak acuh
4485,cungkring,kurus tinggi
4486,cupu,culun
4487,curas,pencurian dengan kekerasan
4488,curhat,curahan hati
4489,cz,karena
4490,dagh,sudah
4491,damang,sehat
4492,dech,deh
4493,dengerin,dengarkan
4494,dh,deh
4495,digosipin,digosipkan
4496,diuber,dikejar
4497,doi,dia
4498,don juan,playboy
4499,drmana,darimana
4500,dstu,disitu
4501,dugem,dunia gemerlap
4502,duit,uang
4503,edan,gila
4504,eike,aku
4505,emang,memang
4506,emg,memang
4507,emte,makan teman
4508,etc,et cetera
4509,ext,extension
4510,fb,facebook
4511,finek,finansial ekonomi
4512,fwd,diterukan
4513,gahar,sangar
4514,gatau,tidak tahu
4515,gatot,gagal total
4516,gax,tidak
4517,gda,tidak ada uang
